build_mode_multi_explanation_pc|Khi bật chế độ này, bạn có thể kéo để xây nhiều công trình cùng loại một cách nhanh chóng.
build_mode_replace_explanation_pc|Khi bật chế độ này, bạn có thể dễ dàng thay thế công trình sẵn có.
build_mode_normal_explanation_pc|Khi bật chế độ này, bạn chỉ có thể xây trên mặt đất và trên tầng cao nhất của tòa nhà. Nhấn vào một công trình để biết thêm thông tin và tùy chọn.
exception|Ngoại lệ:
click_rooftop_selected|nếu bạn đã chọn một công trình để xây, nhấn vào căn nhà áp mái sẽ xây một công trình ở trên nó.
click_rooftop|nhấn vào căn nhà áp mái sẽ xây một công trình ở trên nó.
|
all_building_modes|Tất cả Chế độ Xây
follow_citizen|Theo dõi Người dân
upgrades_and_policies|Nâng cấp và Chính sách
highlight_buildings|Đánh dấu Công trình
ctrl_to_highlight|Mẹo: Bạn có thể giữ Ctrl trong khi để chuột ở trên nút Công trình để đánh dấu tất cả công trình cùng loại đó.
commute_explorer_gate|Khám phá Tuyến Di chuyển sẽ cho bạn thấy thời gian đi và các tuyến di chuyển của người dân.\nNâng cấp lên premium để nhận tính năng này và nhiều thứ khác nữa! Bạn cũng có thể xem quảng cáo để mở khóa nó trong 30 phút.
commute_explorer|Khám phá Tuyến Di chuyển
|
change_city_name|Đổi Tên Thành phố
give_city_name|Đặt tên cho thành phố của bạn!
city_name|Tên Thành Phố
|
main_goal|Mục Tiêu Chính
|
current_tasks|Nhiệm vụ Hiện tại
click_or_space|Nhấn (Hoặc bấm phím cách)
to_pause|để tạm dừng.
to_unpause|để tiếp tục.
game_paused|Đã Tạm dừng
game_running|Đang Chạy
normal_speed|Tốc độ Bình thường
onepointfive_speed|Tốc độ x1.5
double_speed|Tốc độ x2
half_speed|Tốc độ x0.5
threequarter_speed|Tốc độ x0.75
change_game_speed_mobile|Nhấn để thay đổi tốc độ trò chơi
change_game_speed_pc|Nhấn (hoặc bấm phím S) để thay đổi tốc độ trò chơi.\nCtrl+Click để chọn tốc độ.
keep_paused_help|Shift để giữ cho trò chơi tạm dừng.
game_menu|Menu Game
show_extra_info|Hiện thông tin & tùy chọn thêm.
hide_extra_info|Ẩn thông tin & tùy chọn thêm.
alien_ruins_find|Đã tìm thấy thứ gì đó trong phế tích ngoài hành tinh!
population|Dân Số
total_amount_of_citizens|Tổng số dân trong thành phố của bạn.
is_one_child|Có một trẻ em.
are_n_children|Có [0] trẻ em.
tap_for_age_distribution|[Tap] để sắp xếp nhóm tuổi.
tap_for_age_distribution_or_pop_limit|[Tap] để sắp xếp nhóm tuổi hoặc thay đổi giới hạn dân số.
follow_hint|Mẹo: để theo dõi một người dân, Ctrl+Click lên họ.
food_shortage_unhappiness|Bất hạnh vì thiếu thức ăn:
food_rationing_unhappiness|Bất hạnh vì khẩu phần ăn:
mandatory_overtime_unhappiness|Bất hạnh vì làm thêm giờ:
new_city_enthousiasm|Thưởng thêm cho sự nhiệt tình của thành phố mới:
happiness_explainer|Người dân hạnh phúc làm việc nhanh hơn. Họ cũng sinh nhiều trẻ em hơn.
home_happiness|Hạnh phúc nơi ở:
sense_of_purpose|Ý thức về mục đích (công việc/trường học):
entertainment_happiness|Hạnh phúc giải trí:
education_happiness|Hạnh phúc giáo dục:
medical_happiness|Hạnh phúc y tế:
citizens_work_at_speed|Với chỉ số hạnh phúc hiện tại, người dân sẽ làm việc với tốc độ x[0] so với bình thường.
happiness|Hạnh phúc
total_happiness|Tổng Hạnh phúc:
work_speed_modifier|Tốc độ Làm việc:
housing|Nơi Ở
work|Công Việc
work_tooltip|Người có công việc / tổng số lao động.\nHiện có [0] công việc.\n[Tap] để chỉ định công nhân.
|
food|thức ăn
wood|gỗ
stone|đá
knowledge|kiến thức
machine_parts|Bộ Phận Máy
refined_metals|Kim loại Tinh luyện
computer_chips|Chip Máy tính
graphene|Graphen
|
operating_cost|Chi phí hoạt động của công trình [0] [1] hôm qua và [2] hôm nay.
factory_operating_cost|Nhà máy đã sử dụng [0] [1] hôm qua và [2] hôm nay.
citizen_production_cost|Người dân đã sản xuất [0] [1] hôm qua và [2] hôm nay.
not_enough_food|Bạn không có đủ thức ăn! [0] thức ăn được sản xuất tiếp theo sẽ ngay lập tức bị tiêu thụ bở người dân của bạn.
|
wood_use|Được sử dụng để xây.
stone_use|Được sử dụng để xây và sản xuất bộ phận máy. Còn có thể làm thành kim loại tinh luyện.
knowledge_use|Được dùng để nguyên cứu.
machine_parts_use|Được dùng để chế tạo máy móc và công trình hiện đại.
refined_metals_use|Được dùng để xây công trình hiện đại và sản xuất chip máy tính.
computer_chips_use|Được dùng để chế tạo các cỗ máy thông minh.
graphene_use|Cực kỳ mỏng, nhưng lại là vật liệu chắc nhất từng thử nghiệm.
|
see_wood_here|Gỗ của bạn sẽ được hiển thị ở đây.
great_gather_stone|Tuyệt vời! Giờ hãy thu thập 6 gỗ và 4 đá.
you_have_enough_stone|Bạn đã đủ đá! Hãy đưa một vài công nhân về lại việc chặt cây.
reduce_stone_mining_priority|Giảm ưu tiên việc khai thác đá.
increase_woodcutting_priority|Tăng ưu tiên cho việc chặt cây!
hint_hint|Mẹo! Nếu bạn lỡ quên điều cần làm, chỉ cần nhấn vào ? ở đây.
hint_hint_pc|Mẹo! Nếu bạn lỡ quên điều cần làm, chỉ cần rơ chuột vào ? ở đây.
speedup_hint|Mẹo! Nếu cảm cảm thấy trò chơi đang tiến triển chậm, bạn có thể tăng tốc với nút ở đây.
|
climate_crisis_explainer_1|Hãy Ngăn chặn Khủng hoảng Khí hậu!
climate_crisis_explainer_2|Như bạn đã biết, khí hậu của chúng ta đang ngày càng thay đổi do khí thải nhà kính do con người gây ra. Chúng ta chỉ còn khoảng một thập kỷ để giảm lượng khí thải một cách đáng kể nếu chúng ta muốn ngăn chặn những tác động tồi tệ nhất, có thể kể đến như lũ lụt, hạn hán và những tác hại rất lớn về mặt sức khỏe. Dưới đây là một số việc làm bạn có thể thực hiện:
climate_crisis_explainer_3|Bầu cử!
climate_crisis_explainer_4|Một điều rất quan trọng đó là chính phủ đặt ra luật lệ để giữ cho các công ty và người dân giảm thiểu lượng khí thải nhà kính. Vì vậy, hãy bầu cho đảng phái nhận thức được điều này mỗi khi có thể.
climate_crisis_explainer_5|Ăn Ít Thịt hơn
climate_crisis_explainer_6|Đã có nhiều sản phẩm thay thế thịt rất tuyệt vời, vừa ngon và vừa gây ra ít khí thải hơn. Ngoài ra, đậu và các loại hạt cũng là nguồn protein thay thế rất tốt.
climate_crisis_explainer_7|Đừng đi Máy bay
climate_crisis_explainer_8|Máy bay thải ra một lượng lớn khí CO2. Hạn chế đi máy bay càng ít càng tốt. Nếu bạn thích đi du lịch, tàu hỏa là một lựa chọn rất sáng suốt!
climate_crisis_explainer_9|Hiểu biết Rộng hơn
climate_crisis_explainer_10|Kiến thức là sức mạnh! Đọc các bài báo và xem các trang về môi trường như The Guardian Environment và Climate Reality Project.
thanks_signoff|Xin cảm ơn,
read_more_link|Đọc Thêm (Liên kết Ngoài)
|
per_building|mỗi công trình
for_one_building|cho một công trình
for_this_building|cho công trình này
for_all_buildings|cho tất cả công trình
for_n_buildings|cho [0] công trình
remove|Gỡ Bỏ
change_appearance_upgrade|Đổi giao diện của nâng cấp này.
upgrades|Nâng Cấp
upgrade_only_this|Chỉ nâng cấp công trình này.
upgrade_afford|Nâng cấp các công trình cùng loại này nhiều nhất có thể. Hiện có [0].
upgrade_all_explain|Nâng cấp tất cả công trình cùng loại này. Hiện có [0].
building_modes|Chế độ Xây
building_mode_only_this|Đặt chế độ xây cho duy nhất công trình này.
building_mode_afford|Đặt chế độ xây cho các công trình cùng loại này nhiều nhất có thể. Hiện có [0].
building_mode_all_explain|Đặt chế độ xây cho tất cả công trình cùng loại này. Hiện có [0].
city_upgrades|Nâng cấp Thành phố
city_policies|Chính sách Thành phố
credits|Credit
game_by|Một trò chơi được phát triển bởi Florian van Strien.
music_by|Nhạc & SFX bởi Stijn Cappettijn.
credits_software|Phần Mềm
credits_software_1|Được lập trình bằng Haxe.
credits_software_2|Kết xuất đồ họa bằng pixi.js.
early_feedback|Feedback Ban đầu: Douwe
thanks_for_playing|Xin cảm ơn vì đã chơi trò chơi của chúng tôi!
localized_by|Được dịch bởi qan
music_by_2|với nhạc nền bởi Stijn Cappetijn
|
|
|
|
following|Đang theo dõi [0] 
this_citizen|người dân này
|
education_level_0|Không
education_level_1|Nghèo
education_level_2|Yếu
education_level_3|Hạn Chế
education_level_4|Bình Thường
education_level_5|Tạm
education_level_6|Tốt
education_level_7|Rất Tốt
education_level_8|Tuyệt 
education_level_9|Siêu Tốt
education_level_10|Tuyệt Vời
education_level_11|Ngoài Mong Đợi
education_level_12|Đáng Kinh Ngạc
education_level_13|Khó Tin
education_level_14|Đẳng Cấp
education_level_15|Phi Thường
age_and_education|Độ tuổi: [0]\nGiáo dục: [1]
change_home_job|Đổi Nơi ở/Công việc
change_home_school|Đổi Nơi ở/Trường học
citizen_passed_away|Thật đáng tiếc, [0] người đã qua đời. :(
for_citizen|cho [0]
following_fish|Theo dõi Con cá
cant_find_fish|Bạn không thể tìm thấy con cá nữa.
customize_free_play|Tùy chỉnh Chơi Tự do
starting_resources|Lượng Tài nguyên Khởi đầu
normal_resources|Lượng Tài nguyên Gốc
extra_resources|Tài nguyên Thêm
unlimited_resources|Tài nguyên Vô hạn
starting_citizens|Số dân Khởi đầu
buildings_research|Công Trình & Nguyên Cứu
standard_unlocks|Phần Mở khóa Gốc
most_unlocks|Mở khóa Hầu hết
|
last_saved|Đã lưu lần cuối [0] giây trước.
temp_save|Cảnh báo: lưu tạm thời!
use_save_slot|Bạn muốn lưu trong ô nào?
use_save_slot_2|Bạn muốn tải ô nào?
save_command|Lưu...
load_command|Tải...
which_city_load|Bạn muốn tải thành phố nào?
export|Xuất
import_command|Nhập...
new_city|Thành Phố Mới
next_scenario|Viễn cảnh Kế tiếp
restart_scenario|Đặt lại Viễn cảnh
restart_scenario_question|Đặt lại Viễn cảnh?
sure_restart|Bạn có chắc là sẽ đặt lại viễn cảnh về lại ban đầu?
restart|Đặt Lại
undo_restart|Hoàn tác Đặt lại
|
no_upgrades|Không có nâng cấp sẵn có.
auto_upgrade|Tự động Nâng cấp
upgrade_all_labs|Nâng cấp tất cả phòng thí nghiệm với nâng cấp thích hợp với công trình kế nó.
|
housing_information|Thông tin Nơi ở
|
start_scenario|Bắt đầu Viễn cảnh
free_play|Chơi Tự do
unlock_all|Mở khóa Tất cả
welcome_back|Chảo mừng Trở lại!
import_city|Nhập Thành phố
got_export|Có tệp lưu bên ngoài?
|
best_time|Thời gian tốt nhất: [0]d [1]h [2]m
|
to_research|để nguyên cứu
|
music_volume|Âm lượng Nhạc nền
sound_effect_volume|Âm lượng Hiệu ứng Âm thanh
hide_boost_button|Ẩn nút Gia tăng
color_blind_mode|Chế độ mù màu cho\nKhám phá Tuyến Di chuyển
enable_unlimited_resources|Bật Tài nguyên Vô hạn
disable_unlimited_resources|Tắt Tài nguyên Vô hạn
play_unlimited|Bạn có muốn chơi với tài nguyên vô hạn cho bản lưu này?
stop_play_unlimited|Bạn có muốn chơi với chế độ tài nguyên bình thường? Bạn vẫn có thể bật lại chế độ tài nguyên vô hạn.
yes|Vâng
unlimited|Vô hạn
visit_store|Tham quan Cửa hàng
pathfinding_thread_limit|Giới hạn Tìm đường dẫn:
pathfinding_thread_limit_explain|Tìm đường dẫn được sử dụng để tính toán lối di chuyển cho người dân. Nếu tất cả lối đi đều chật kín, người dân có thể đứng yên và chờ đến khi có lại. Tăng điều này sẽ cải thiện sự mô phỏng ở các thành phố lớn. Giá trị được đề xuất là số lõi vật lý của bộ xử lý của bạn trừ đi một. Giá trị cao hơn có thể có tác động tiêu cực đến tốc độ khung hình.\nNếu bạn không biết tất cả điều này có nghĩa là gì, tôi hoàn toàn hiểu! Chỉ cần giữ nó ở chế độ mặc định.
reset_pathfinding_limit|Nhấn để đặt lại giới hạn tìm đường dẫn về mặc địch.
